id,type,color
9448,banana,green
9449,apple,yellow
9450,cherry,purple
9451,apple,yellow
9452,apple,green
9453,apple,yellow
9454,cherry,purple
9455,cherry,red
9456,apple,yellow
9457,apple,red
9458,apple,yellow
9459,cherry,purple
9460,apple,red
9461,apple,yellow
9462,apple,yellow
9463,cherry,red
9464,banana,green
9465,apple,yellow
9466,apple,green
9467,apple,yellow
9468,apple,green
9469,banana,yellow
9470,banana,green
9471,banana,green
9472,apple,yellow
9473,apple,green
9474,apple,green
9475,apple,red
9476,cherry,red
9477,apple,green
9478,cherry,purple
9479,apple,yellow
9480,cherry,purple
9481,apple,green
9482,apple,yellow
9483,apple,yellow
9484,apple,red
9485,banana,green
9486,banana,green
9487,cherry,red
9488,banana,yellow
9489,cherry,red
9490,apple,green
9491,cherry,red
9492,apple,yellow
9493,banana,yellow
9494,banana,yellow
9495,apple,red
9496,cherry,red
9497,cherry,purple
9498,cherry,purple
9499,banana,green
9500,banana,green
9501,apple,red
9502,banana,green
9503,apple,yellow
9504,cherry,red
9505,apple,yellow
9506,apple,red
9507,banana,green
9508,banana,green
9509,banana,green
9510,apple,yellow
9511,cherry,purple
9512,apple,yellow
9513,apple,green
9514,apple,red
9515,apple,yellow
9516,banana,green
9517,apple,red
9518,apple,red
9519,apple,red
9520,apple,red
9521,cherry,purple
9522,cherry,purple
9523,cherry,purple
9524,cherry,purple
9525,banana,yellow
9526,apple,green
9527,cherry,purple
9528,apple,green
9529,banana,green
9530,banana,green
9531,banana,green
9532,cherry,red
9533,banana,yellow
9534,apple,green
9535,banana,yellow
9536,apple,green
9537,apple,green
9538,apple,green
9539,banana,green
9540,apple,yellow
9541,banana,green
9542,banana,yellow
9543,cherry,purple
9544,apple,yellow
9545,banana,green
9546,apple,yellow
9547,apple,green
9548,apple,yellow
9549,apple,green
9550,banana,yellow
9551,apple,red
9552,apple,red
9553,banana,yellow
9554,banana,yellow
9555,cherry,purple
9556,banana,green
9557,banana,green
9558,cherry,purple
9559,banana,yellow
9560,apple,green
9561,cherry,purple
9562,banana,green
9563,banana,yellow
9564,cherry,purple
9565,banana,green
9566,banana,yellow
9567,cherry,red
9568,cherry,purple
9569,apple,green
9570,apple,yellow
9571,cherry,purple
9572,apple,yellow
9573,cherry,red
9574,apple,red
9575,banana,green
9576,apple,yellow
9577,banana,yellow
9578,cherry,purple
9579,apple,red
9580,apple,red
9581,cherry,purple
9582,apple,yellow
9583,apple,green
9584,cherry,purple
9585,apple,yellow
9586,apple,green
9587,banana,green
9588,apple,green
9589,cherry,red
9590,cherry,red
9591,apple,red
9592,apple,green
9593,banana,green
9594,apple,red
9595,apple,yellow
9596,apple,red
9597,cherry,red
9598,cherry,purple
9599,apple,red
9600,apple,green
9601,apple,green
9602,cherry,purple
9603,apple,yellow
9604,apple,yellow
9605,cherry,red
9606,banana,green
9607,cherry,red
9608,cherry,red
9609,cherry,purple
9610,banana,green
9611,apple,yellow
9612,apple,green
9613,apple,red
9614,apple,yellow
9615,banana,yellow
9616,cherry,purple
9617,cherry,red
9618,cherry,red
9619,cherry,red
9620,apple,red
9621,apple,green
9622,apple,green
9623,banana,yellow
9624,apple,red
9625,banana,green
9626,banana,green
9627,cherry,red
9628,apple,yellow
9629,apple,yellow
9630,cherry,purple
9631,apple,yellow
9632,cherry,red
9633,cherry,red
9634,banana,green
9635,banana,green
9636,apple,green
9637,apple,red
9638,apple,green
9639,apple,red
9640,banana,green
9641,cherry,red
9642,apple,yellow
9643,banana,green
9644,banana,green
9645,apple,green
9646,banana,yellow
9647,apple,red
9648,banana,yellow
9649,banana,yellow
9650,apple,red
9651,apple,green
9652,banana,yellow
9653,apple,red
9654,apple,red
9655,apple,green
9656,banana,yellow
9657,banana,yellow
9658,banana,green
9659,cherry,purple
9660,cherry,red
9661,banana,green
9662,apple,green
9663,banana,green
9664,cherry,purple
9665,apple,yellow
9666,apple,green
9667,banana,yellow
9668,apple,red
9669,cherry,purple
9670,cherry,red
9671,apple,red
9672,apple,red
9673,apple,yellow
9674,apple,red
9675,cherry,red
9676,apple,yellow
9677,apple,red
9678,banana,yellow
9679,apple,green
9680,apple,yellow
9681,banana,green
9682,banana,green
9683,banana,yellow
9684,cherry,purple
9685,banana,green
9686,apple,green
9687,banana,yellow
9688,cherry,red
9689,apple,yellow
9690,banana,green
9691,apple,yellow
9692,banana,yellow
9693,apple,red
9694,apple,green
9695,banana,green
9696,apple,yellow
9697,apple,green
9698,cherry,red
9699,cherry,purple
9700,apple,red
9701,banana,yellow
9702,cherry,red
9703,apple,red
9704,cherry,red
9705,banana,yellow
9706,apple,green
9707,cherry,purple
9708,cherry,red
9709,banana,yellow
9710,banana,yellow
9711,cherry,purple
9712,apple,red
9713,cherry,red
9714,banana,green
9715,apple,yellow
9716,banana,green
9717,apple,green
9718,banana,yellow
9719,banana,yellow
9720,apple,green
9721,cherry,purple
9722,apple,yellow
9723,banana,yellow
9724,apple,green
9725,apple,red
9726,apple,green
9727,banana,green
9728,banana,green
9729,cherry,red
9730,cherry,red
9731,banana,yellow
9732,apple,green
9733,apple,green
9734,cherry,red
9735,apple,yellow
9736,banana,green
9737,apple,green
9738,apple,red
9739,apple,green
9740,banana,green
9741,cherry,purple
9742,apple,green
9743,apple,yellow
9744,banana,green
9745,banana,yellow
9746,apple,yellow
9747,banana,yellow
9748,cherry,purple
9749,banana,green
9750,apple,green
9751,banana,yellow
9752,apple,green
9753,banana,yellow
9754,banana,green
9755,apple,red
9756,apple,yellow
9757,apple,yellow
9758,apple,yellow
9759,cherry,red
9760,banana,yellow
9761,apple,green
9762,apple,red
9763,banana,green
9764,cherry,purple
9765,apple,red
9766,banana,yellow
9767,banana,yellow
9768,cherry,purple
9769,banana,yellow
9770,apple,green
9771,apple,yellow
9772,apple,yellow
9773,apple,yellow
9774,banana,yellow
9775,apple,yellow
9776,apple,yellow
9777,banana,yellow
9778,apple,yellow
9779,banana,yellow
9780,banana,yellow
9781,apple,yellow
9782,apple,red
9783,apple,red
9784,cherry,purple
9785,banana,yellow
9786,banana,yellow
9787,cherry,purple
9788,banana,green
9789,apple,red
9790,apple,yellow
9791,apple,green
9792,apple,yellow
9793,apple,green
9794,cherry,red
9795,cherry,red
9796,apple,green
9797,apple,yellow
9798,cherry,purple
9799,banana,green
9800,apple,green
9801,banana,green
9802,banana,green
9803,cherry,purple
9804,banana,yellow
9805,banana,yellow
9806,apple,yellow
9807,apple,yellow
9808,apple,green
9809,cherry,red
9810,apple,red
9811,apple,yellow
9812,apple,green
9813,apple,green
9814,banana,yellow
9815,apple,green
9816,cherry,red
9817,apple,yellow
9818,banana,green
9819,banana,green
9820,banana,yellow
9821,banana,yellow
9822,apple,yellow
9823,apple,red
9824,cherry,purple
9825,banana,yellow
9826,banana,yellow
9827,apple,red
9828,banana,green
9829,apple,green
9830,apple,red
9831,apple,yellow
9832,apple,red
9833,apple,yellow
9834,cherry,red
9835,cherry,red
9836,cherry,red
9837,banana,yellow
9838,apple,green
9839,banana,green
9840,apple,green
9841,cherry,red
9842,cherry,red
9843,cherry,red
9844,cherry,purple
9845,banana,yellow
9846,apple,green
9847,banana,yellow
9848,banana,yellow
9849,cherry,purple
9850,apple,green
9851,apple,green
9852,banana,yellow
9853,apple,red
9854,apple,yellow
9855,banana,yellow
9856,apple,red
9857,banana,yellow
9858,apple,yellow
9859,cherry,red
9860,apple,red
9861,banana,yellow
9862,banana,green
9863,banana,yellow
9864,banana,green
9865,banana,yellow
9866,banana,green
9867,cherry,purple
9868,cherry,red
9869,apple,yellow
9870,banana,green
9871,apple,red
9872,banana,green
9873,banana,green
9874,apple,yellow
9875,banana,green
9876,cherry,purple
9877,banana,yellow
9878,banana,green
9879,apple,green
9880,apple,yellow
9881,apple,yellow
9882,cherry,red
9883,banana,green
9884,apple,green
9885,banana,yellow
9886,banana,green
9887,banana,yellow
9888,apple,green
9889,apple,yellow
9890,banana,yellow
9891,apple,red
9892,banana,green
9893,banana,yellow
9894,cherry,purple
9895,cherry,red
9896,banana,green
9897,apple,yellow
9898,banana,green
9899,apple,green
9900,banana,green
9901,banana,yellow
9902,banana,green
9903,apple,yellow
9904,banana,green
9905,banana,green
9906,banana,yellow
9907,cherry,red
9908,cherry,purple
9909,apple,green
9910,apple,green
9911,banana,green
9912,apple,yellow
9913,banana,yellow
9914,cherry,purple
9915,cherry,red
9916,apple,green
9917,apple,yellow
9918,apple,yellow
9919,banana,green
9920,cherry,purple
9921,cherry,red
9922,cherry,red
9923,apple,red
9924,cherry,red
9925,apple,green
9926,banana,yellow
9927,apple,yellow
9928,apple,yellow
9929,cherry,purple
9930,banana,yellow
9931,apple,yellow
9932,banana,yellow
9933,cherry,red
9934,apple,green
9935,banana,yellow
9936,banana,green
9937,apple,yellow
9938,cherry,purple
9939,banana,yellow
9940,apple,green
9941,cherry,red
9942,apple,red
9943,apple,green
9944,banana,green
9945,apple,yellow
9946,apple,red
9947,apple,green
9948,apple,red
9949,banana,yellow
9950,cherry,purple
9951,banana,yellow
9952,banana,green
9953,cherry,red
9954,banana,green
9955,apple,yellow
9956,cherry,red
9957,apple,red
9958,banana,yellow
9959,apple,green
9960,cherry,purple
9961,cherry,purple
9962,apple,yellow
9963,cherry,purple
9964,banana,green
9965,cherry,purple
9966,cherry,purple
9967,apple,red
9968,apple,red
9969,apple,green
9970,banana,green
9971,cherry,red
9972,apple,green
9973,cherry,red
9974,cherry,red
9975,apple,red
9976,apple,red
9977,cherry,purple
9978,banana,yellow
9979,apple,green
9980,banana,green
9981,apple,green
9982,banana,green
9983,apple,red
9984,banana,green
9985,apple,red
9986,banana,green
9987,apple,red
9988,cherry,purple
9989,apple,green
9990,apple,red
9991,banana,yellow
9992,apple,red
9993,apple,yellow
9994,apple,red
9995,cherry,red
9996,cherry,purple
9997,apple,yellow
9998,apple,green
9999,banana,green
10000,cherry,red
